"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44"
"GSM4486065",-40.088295950679,-10.4576452529601,29.5038267421565,-19.3412499095462,-31.1255674131565,18.3135938644249,5.19675408288827,55.7285518524562,57.5883806772121,-1.48122440373413,88.1738052089642,-19.1615032539416,49.7618676771298,22.1048274272716,-98.6326246257971,9.8615301842661,-57.0270687236032,39.6981441812061,-20.15510937342,-5.39732782828641,15.4872792003203,-31.6586574421645,-67.7297623191447,-19.5635196363161,-15.6091203994651,28.6715692554641,-32.6541100039831,4.66236594627838,-23.5518904631375,12.3303180788933,34.597877780916,20.2841209717618,71.4353146999003,69.3606487513853,-6.66751803047574,-23.3057659788562,8.70966973081351,-55.4869330514934,-16.6878883014663,18.0102440918788,-10.3202146398548,41.5037546737728,50.2954911859649,-1.08968389866959e-13
"GSM4486066",-49.4285824569169,86.8312419085992,-9.50883084069927,-9.89286339006708,47.3428216771319,-21.2891457589905,26.9508111258768,1.47686434878504,-56.4405850402071,-24.9941459216068,-23.5980472277334,-24.0802513602665,-69.9526792741713,-48.9223913156082,-37.987510070129,-15.7646762509169,-33.0976381414916,-31.885656584441,-52.000385756809,53.7368917155052,-12.8480866785024,59.1182378357221,-4.34099692807786,2.03959125592094,-16.3823621756647,-2.38184152241188,62.4092710667372,3.37747790209442,19.9667541303356,-65.7336684939766,52.8183866677182,-41.427667847223,81.9558517676258,-7.01774183503538,35.7478585788755,37.8507098522786,8.58370445505396,-24.795932378961,18.3787714644557,-10.4572917665811,-32.8500252245076,-19.6587265544998,45.6860101447174,-8.83737527601625e-14
"GSM4486067",-4.41694590693706,-21.7056173072097,16.3053815987506,-5.26738622925178,24.9771062527635,6.14291639341419,5.16567309683153,17.1073089745123,-59.3010638036481,1.60423481732773,14.7562062229304,16.4247258720375,21.7936650643241,61.4688432594127,-7.4869576349104,24.80900666087,50.576495574419,-53.2449404861188,-33.6396814407131,45.9942542401056,-55.2464493079655,1.44496854315098,-27.8748638521391,57.7853127787124,2.73324801193626,15.0224103266402,9.09978555028616,24.7872891029424,-5.93392551280547,-11.2487637283765,-21.7365297098852,39.2619043191844,44.8933500826821,-24.5281651153783,16.625170900687,-112.299261761162,19.5690905217015,48.0688544509261,87.5127765031581,81.6990406214459,47.7649419025052,6.49290870789419,-13.2837128264824,-8.57369730766777e-14
"GSM4486068",-2.53668458928933,3.734794615548,-28.0126001158445,-55.7080631313716,-112.873226627221,41.5191544626149,-34.2203529962484,35.1000754419831,64.7275208823093,-41.3149845487294,-8.25511228243849,-56.9098413453122,18.791683341635,16.2470113602805,-45.191030966193,-10.6112965153501,51.8391177471455,-75.8704793829436,8.47581545805202,39.3009106181737,-34.1296110255556,34.7241615565833,-20.6885808070501,-18.1726581234655,-8.09913782725807,-35.7101443045032,-28.0232112525689,23.7981492519416,51.4961091132565,-22.2271231128922,-0.346633210538428,-22.647780200914,-42.5223548004208,-22.3895151949218,37.8824122967144,37.5073983712958,-35.516298154735,19.4265639643362,43.3845596058059,-63.5569093344083,37.8330350636678,17.7642887855175,-3.2262400052983,-8.95047924664993e-14
"GSM4486069",-27.5440120459499,63.9133756942982,39.9622790102428,-5.89768135348608,-30.3645146922932,53.1035411847434,35.7408440269281,-8.72248588700058,-50.2227321300652,-15.2447701318189,57.2364063887761,8.29639151397294,-51.9979428999909,-5.55853778014513,-33.1240479532558,-14.0792302137097,-13.4698699718189,-21.0712646570099,80.6281815710199,25.0601777780898,-42.9451031949738,-51.1103829350694,12.2403807106628,-64.3512280834017,14.3625720509361,-3.15307907106342,-33.5508185955824,10.4173205096385,69.4956249003927,34.4231169806733,-30.3022823932789,61.1307692592938,-14.3306685663704,-43.1411090607672,-13.6215023279557,-5.74495099256543,47.2292423053398,4.73374307830386,-55.0158704923701,29.40918141169,-31.732053746406,-75.176125406168,-23.310280982626,-8.3474893664004e-14
"GSM4486070",14.854947545218,-11.9157351090583,-23.7757468944176,-36.7217608632469,-17.7628256320943,-39.0724792335566,17.431134648472,70.5651848560902,42.8734952609604,19.071759800569,-11.015166131356,-51.9955437353573,6.43840465188866,43.2862964633083,15.7678588782905,-19.4037352039313,-40.524001606409,-22.9926515138418,-3.36367123872808,34.2820335696005,-11.3479323517693,-18.0857267088084,61.7467500166589,60.3862302889067,61.6822172111331,79.2250769859045,49.3022553215265,28.7588225200524,-46.4099010001572,68.0469620542642,14.2577720178458,16.4083629532992,6.62969140263232,-52.9299621763491,-79.4048103246141,40.9699643985127,10.6922562350368,16.5622861360785,14.6997343263335,-19.6781984287257,-38.2983956911876,-52.0994153017724,28.004869455449,-7.89646126264643e-14
"GSM4486071",46.0314340764828,-12.2490390843594,-6.59292571922224,19.2308287473091,-2.22008206452245,-55.2772737479903,26.4085361016734,52.3934612530765,18.9554135489723,29.5370718414329,-63.5750812762458,-41.6175887796282,9.32292092479841,-33.8010130570874,37.1119765322438,68.3805366025342,37.1423556288343,-13.4901040924312,5.92170624787142,-76.9779464088817,-37.1952803525066,15.2049670019284,-13.1467189928439,-61.1303916814958,-18.2441696218295,42.4701294676101,-8.86205100445576,43.2186714916087,44.8557362679194,-21.0621706581813,-23.5545533741059,-0.491744024033664,30.7398629301842,-1.63517417153223,15.9571198582429,-30.6580591128644,107.361251553618,17.4525309327688,-55.7590059173055,-26.1787980922943,20.1232669852194,12.532375039552,61.0332186047779,-8.13238365537927e-14
"GSM4486072",-25.1706499963581,-3.20412924341267,-10.941388241393,-0.857347178120696,39.4370143062147,14.1531815636148,13.0853332002662,28.6252640118598,-10.8796265751064,39.7381132324886,-37.9229439375952,11.4920334863777,27.7527787028909,-30.789001137577,-45.2393498713334,33.0512476692717,21.7478829258982,-3.0316595234249,-1.66511638013233,25.4970276666994,26.9076011717212,-17.1804678399436,-31.8946840097952,-21.8868908981314,44.2571153068304,-28.3653525405935,-6.04464286277268,16.1456428506049,6.17905152767028,36.0048292965457,-82.5524969062019,-90.7102215742126,-16.2727062769081,-3.87134261957185,-39.3004890820959,110.824009995781,15.6806909353158,3.98381794400727,10.0321537325801,114.950072294958,19.8141045877516,40.2952764056907,-1.651587618163,-8.88109030761086e-14
"GSM4486073",23.6094362554913,13.2431936066735,7.60174093220436,-60.2582727196983,-39.8916008261691,-14.1721513870572,-42.3334227869915,-30.7453384501751,8.54655584773586,5.37418962390513,46.9671903976959,29.3187087320875,12.1278094083836,-109.779973371368,-15.3334978443279,-50.2790765652478,-19.5584726925986,30.6460068012291,-1.8769752770992,-80.98140777956,-61.2428171739736,64.2834240204328,-15.5378240670806,8.69568955644612,20.2689845224398,24.0235557483856,47.0694345668131,13.6557803979046,-31.5390951391237,56.2049052553227,4.2231140785167,-29.703090049028,-36.034771504321,34.6674265297567,50.4280761321314,-17.9236893527044,0.508833061889492,67.697745115062,20.9110008318054,51.7130867026407,-12.0526787148208,-36.6056426122626,4.90238839400695,-9.39526234589039e-14
"GSM4486074",46.2035950476092,-20.5957807606854,12.8344369808251,35.2183360318778,30.668146930578,52.8907129999287,15.2689825532289,63.4843641308783,-19.7062466059118,-13.8103387427305,12.2764480252628,-16.8715456882661,-6.09487828261499,32.3036263472829,49.2097749418448,-42.7126521951521,18.2967710788824,-12.211086832261,-47.360233271069,-13.8939939094995,32.9882302387863,62.8228044384593,-18.6137095989829,-33.2585710966458,27.0752094619099,-33.4794929526621,26.8347974480862,-99.8233531894915,39.544627961834,63.3695934801066,10.2834752036052,76.2350585839796,-7.24449884524693,-2.9036372939692,35.1222160828932,28.7962714555318,-50.4744278197752,27.6349454654684,-32.9824443938144,30.4600435645358,3.74893435184511,15.5980483437454,78.1429275824371,-8.11434253122911e-14
