"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30","LRT.p.value","Log2fc_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Stat_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","P.value_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Adj.p.value_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Log2fc_(Ground Control & Carcass)v(Space Flight & Carcass)","Stat_(Ground Control & Carcass)v(Space Flight & Carcass)","P.value_(Ground Control & Carcass)v(Space Flight & Carcass)","Adj.p.value_(Ground Control & Carcass)v(Space Flight & Carcass)","Log2fc_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Stat_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","P.value_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Adj.p.value_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Log2fc_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Stat_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","P.value_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Adj.p.value_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Log2fc_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Stat_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","P.value_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Adj.p.value_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Log2fc_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Stat_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","P.value_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Adj.p.value_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Log2fc_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Stat_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","P.value_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Adj.p.value_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Log2fc_(Space Flight & Carcass)v(Ground Control & Carcass)","Stat_(Space Flight & Carcass)v(Ground Control & Carcass)","P.value_(Space Flight & Carcass)v(Ground Control & Carcass)","Adj.p.value_(Space Flight & Carcass)v(Ground Control & Carcass)","Log2fc_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Stat_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","P.value_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Adj.p.value_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Log2fc_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Stat_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","P.value_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Adj.p.value_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Log2fc_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Stat_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","P.value_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Adj.p.value_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Log2fc_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","Stat_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","P.value_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","Adj.p.value_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","All.mean","All.stdev","Group.Mean_(Ground Control & Carcass)","Group.Mean_(Ground Control & Upon euthanasia)","Group.Mean_(Space Flight & Carcass)","Group.Mean_(Space Flight & Upon euthanasia)","Group.Stdev_(Ground Control & Carcass)","Group.Stdev_(Ground Control & Upon euthanasia)","Group.Stdev_(Space Flight & Carcass)","Group.Stdev_(Space Flight & Upon euthanasia)"
"ENSMUSG00000100001","1810007D17Rik","RIKEN cDNA 1810007D17 gene","NR_038136","69055",NA,NA,1716.85743808349,3298.66090187997,2266.90223647082,3461.68566321169,1520.32370575321,2711.67713021624,3913.20021553446,2795.59924564529,770.561624984376,3248.42114183376,2943.8634148951,2355.80069381916,3407.93482554343,1283.92621787446,0.999833890762184,-0.0985346622444829,-0.143471622288942,0.885917721502209,0.995988708758992,-0.177059316073761,-0.341050952312525,0.733065224255894,0.999382712621237,-0.290395069794145,-0.422848633563422,0.672405701875474,0.999581041711064,-0.0785246538292786,-0.11433851724251,0.908969450350942,0.998946756446904,-0.191860407549662,-0.233737996063981,0.815188388087622,0.998765900847869,-0.113335753720384,-0.165033526251465,0.86891759371895,0.999961895137857,0.0985346622444829,0.143471622288942,0.885917721502209,0.995988708758992,0.177059316073761,0.341050952312525,0.733065224255894,0.999382712621237,0.290395069794145,0.422848633563422,0.672405701875474,0.999581041711064,0.0785246538292786,0.11433851724251,0.908969450350942,0.998946756446904,0.191860407549662,0.233737996063981,0.815188388087622,0.998765900847869,0.113335753720384,0.165033526251465,0.86891759371895,0.999961895137857,2549.67246112467,934.672695317598,2342.272,2507.759,2647.989,2864.294,1220.2104,1118.504,861.9193,844.8395
"ENSMUSG00000100075",NA,NA,NA,NA,NA,NA,2703.255584166,3905.22221887005,3873.0262992916,676.456961425363,739.265477426631,1442.50102596241,2741.1129134085,1712.40841794174,719.060472617736,1723.76685622288,532.609375763353,1269.31278137622,1522.62200798673,69.9545062222767,0.999833890762184,-1.16820329049818,-1.18063675448659,0.237747056080461,0.995988708758992,0.523379237482212,0.699519142873541,0.48422765403882,0.999382712621237,-0.629373823076904,-0.636021443102122,0.524762445816851,0.999581041711064,1.69158252798039,1.70947896412204,0.0873622650300641,0.998946756446904,0.538829467421275,0.455625707383218,0.648659153788132,0.998765900847869,-1.15275306055912,-1.16485553237629,0.24407747581542,0.999961895137857,1.16820329049818,1.18063675448659,0.237747056080461,0.995988708758992,-0.523379237482212,-0.699519142873541,0.48422765403882,0.999382712621237,0.629373823076904,0.636021443102122,0.524762445816851,0.999581041711064,-1.69158252798039,-1.70947896412204,0.0873622650300641,0.998946756446904,-0.538829467421275,-0.455625707383218,0.648659153788132,0.998765900847869,1.15275306055912,1.16485553237629,0.24407747581542,0.999961895137857,1687.89820704868,1206.07939363614,1470.87,3304.239,1023.653,2274.742,832.6352,849.9188,698.2376,2260.3159
"ENSMUSG00000100119","2700089I24Rik","RIKEN cDNA 2700089I24 gene","NR_045308","72647",NA,NA,1860.9538796837,1954.12045339571,1845.02284733614,1353.91854949312,2719.06775693181,2303.95157546476,3291.8458581368,4398.6674873295,4803.85760405441,982.285735679067,17.3718236711255,2923.62397307334,1084.58159504814,2412.46089033039,0.999833890762184,0.877411441180854,0.879763220430197,0.378987593026155,0.995988708758992,1.23979614120366,1.64446731692201,0.100079709984676,0.999382712621237,1.13167877303399,1.13464061596871,0.256525928062733,0.999581041711064,0.362384700022807,0.363326537868922,0.716360971527225,0.998946756446904,0.25426733185313,0.213285254656269,0.831104474037537,0.998765900847869,-0.108117368169677,-0.108391539351092,0.913685112215027,0.999961895137857,-0.877411441180854,-0.879763220430197,0.378987593026155,0.995988708758992,-1.23979614120366,-1.64446731692201,0.100079709984676,0.999382712621237,-1.13167877303399,-1.13464061596871,0.256525928062733,0.999581041711064,-0.362384700022807,-0.363326537868922,0.716360971527225,0.998946756446904,-0.25426733185313,-0.213285254656269,0.831104474037537,0.998765900847869,0.108117368169677,0.108391539351092,0.913685112215027,0.999961895137857,2282.26643068772,1302.91755387813,3503.478,1907.537,1484.065,1599.471,1071.36625,65.87872,1172.26354,347.26318
"ENSMUSG00000100141",NA,NA,NA,NA,NA,NA,2299.72694091365,742.813170399389,1155.6280482368,4589.17299618685,717.379287413286,973.480489688471,4043.24577014539,4943.82176485882,4644.15311844296,1726.72698220444,2515.44142952855,1918.76445633937,982.346121713487,751.725215448442,0.999833890762184,1.01079220072555,1.15315514593267,0.248846710211462,0.995988708758992,0.957014339557226,1.4444377581534,0.148615876062598,0.999382712621237,0.0933510476184875,0.106520475318083,0.915169410873844,0.999581041711064,-0.0537778611683202,-0.0613470157315795,0.951082848146649,0.998946756446904,-0.917441153107059,-0.875740213967601,0.381171278324664,0.998765900847869,-0.863663291938738,-0.98542233747622,0.324416661935695,0.999961895137857,-1.01079220072555,-1.15315514593267,0.248846710211462,0.995988708758992,-0.957014339557226,-1.4444377581534,0.148615876062598,0.999382712621237,-0.0933510476184875,-0.106520475318083,0.915169410873844,0.999581041711064,0.0537778611683202,0.0613470157315795,0.951082848146649,0.998946756446904,0.917441153107059,0.875740213967601,0.381171278324664,0.998765900847869,0.863663291938738,0.98542233747622,0.324416661935695,0.999961895137857,2286.03041367999,1603.21452433524,3064.416,1521.27,1579.001,2872.401,2053.4383,1100.9043,716.6877,2427.8829
"ENSMUSG00000100392",NA,NA,NA,NA,NA,NA,692.180312241704,507.569175061671,1309.99862696416,4300.0947090023,1628.76932247973,4494.83984985357,3918.53219538556,2965.34251988226,121.53304127791,3669.41408285115,4686.66927879078,3700.63211411098,5189.9302677667,4613.09754820237,0.984337387486737,2.13188684196161,2.59692329586948,0.00940629266549639,0.449894573152379,-0.735731540613692,-1.18686977082298,0.235278992710717,0.999382712621237,-0.0953115700207212,-0.116219324067226,0.907478722138113,0.999581041711064,-2.8676183825753,-3.49330562893623,0.000477080149417302,0.0665049728287719,-2.22719841198233,-2.27057320987322,0.0231728267736993,0.633390598481113,0.640419970592971,0.780940388355034,0.434837556162714,0.999961895137857,-2.13188684196161,-2.59692329586948,0.00940629266549639,0.449894573152379,0.735731540613692,1.18686977082298,0.235278992710717,0.999382712621237,0.0953115700207212,0.116219324067226,0.907478722138113,0.999581041711064,2.8676183825753,3.49330562893623,0.000477080149417302,0.0665049728287719,2.22719841198233,2.27057320987322,0.0231728267736993,0.633390598481113,-0.640419970592971,-0.780940388355034,0.434837556162714,0.999961895137857,2985.61450313363,1765.2352915437,2625.8034,599.8747,4371.9487,2805.0467,1770.9587,130.5398,665.3038,2114.3172
"ENSMUSG00000100417","Gm29595|Gm29593","predicted gene 29595|predicted gene 29593","NR_167743|NR_167748","102639746|102640042",NA,NA,4253.93646481378,774.846813744763,473.634862769718,4607.31804069722,4233.61804802031,4133.11202062013,2046.0470209438,2643.23020084594,2156.19096195338,1327.07435858617,3912.76042416187,2822.49350884098,3129.64104525603,1352.88383128374,0.999833890762184,0.275127406114153,0.336622537351129,0.736401464433979,0.995988708758992,0.278248125207647,0.450368900930014,0.652444465195666,0.999382712621237,0.260205995013416,0.318363991810693,0.750208848780963,0.999581041711064,0.00312071909349389,0.00381816416191004,0.996953553166645,0.999103704611289,-0.0149214111007372,-0.0152741345038453,0.987813477752549,0.998765900847869,-0.0180421301942311,-0.0220742033508824,0.982388764205064,0.999961895137857,-0.275127406114153,-0.336622537351129,0.736401464433979,0.995988708758992,-0.278248125207647,-0.450368900930014,0.652444465195666,0.999382712621237,-0.260205995013416,-0.318363991810693,0.750208848780963,0.999581041711064,-0.00312071909349389,-0.00381816416191004,0.996953553166645,0.999103704611289,0.0149214111007372,0.0152741345038453,0.987813477752549,0.998765900847869,0.0180421301942311,0.0220742033508824,0.982388764205064,0.999961895137857,2704.77054303842,1392.77280794407,3042.44,2514.392,2508.971,2540.476,1066.076,2460.088,1138.812,2922.955
"ENSMUSG00000100529",NA,NA,NA,NA,NA,NA,2545.37036084094,4942.56793265082,4212.42185426044,1985.96232762714,1963.64375743244,404.918593064958,1429.37257405732,3683.39540504004,4111.48008298993,88.6420687125127,4580.70299487964,1296.8380674505,2297.20531371832,3781.76877837184,0.999833890762184,-0.691591378294374,-0.710118404930056,0.477630713933723,0.995988708758992,-0.0552676711726356,-0.0750646732118361,0.940163255187864,0.999382712621237,-0.41882842126782,-0.430032945848968,0.667171675653985,0.999581041711064,0.636323707121739,0.65337230098379,0.513516291411768,0.998946756446904,0.272762957026554,0.234325696413077,0.814732138323069,0.998765900847869,-0.363560750095185,-0.373287968203757,0.708934130330942,0.999961895137857,0.691591378294374,0.710118404930056,0.477630713933723,0.995988708758992,0.0552676711726356,0.0750646732118361,0.940163255187864,0.999382712621237,0.41882842126782,0.430032945848968,0.667171675653985,0.999581041711064,-0.636323707121739,-0.65337230098379,0.513516291411768,0.998946756446904,-0.272762957026554,-0.234325696413077,0.814732138323069,0.998765900847869,0.363560750095185,0.373287968203757,0.708934130330942,0.999961895137857,2666.0207222212,1565.86538088961,2318.562,3743.969,2409.031,3099.192,1553.704,1695.075,1818.946,1574.345
"ENSMUSG00000100615","Gm5511","heat shock protein 90, alpha (cytosolic), class A member 1 pseudogene",NA,"433221",NA,NA,834.379443180388,1890.09114166935,4864.81374621704,4398.85015416817,948.556995368656,337.920791205711,243.282066138145,1291.92288244015,733.475339410158,4353.96925736308,969.76587597652,3458.664971909,4223.46991447125,1612.18664958897,0.418144150994208,-0.938974400983981,-1.15469082609627,0.248217057625575,0.995988708758992,-2.0413064764568,-3.32097427075157,0.000897038064766897,0.296531471302462,-2.7053273840353,-3.32818228456713,0.000874146493782916,0.161804536236263,-1.10233207547282,-1.3560309359946,0.175089325252754,0.998946756446904,-1.76635298305132,-1.81824449030276,0.0690267728002107,0.788430076428609,-0.664020907578495,-0.817173617907374,0.413829216920318,0.999961895137857,0.938974400983981,1.15469082609627,0.248217057625575,0.995988708758992,2.0413064764568,3.32097427075157,0.000897038064766897,0.296531471302462,2.7053273840353,3.32818228456713,0.000874146493782916,0.161804536236263,1.10233207547282,1.3560309359946,0.175089325252754,0.998946756446904,1.76635298305132,1.81824449030276,0.0690267728002107,0.788430076428609,0.664020907578495,0.817173617907374,0.413829216920318,0.999961895137857,2154.38208779333,1707.06107713926,711.0316,1362.2353,2923.6113,4631.832,433.6929,746.5009,1545.8966,329.486
"ENSMUSG00000100621",NA,NA,NA,NA,"10090.ENSMUSP00000124641",NA,4641.7403747751,339.375928105091,2405.41500556225,1776.63754106403,1163.56286685857,1743.03057786134,3400.1376911502,4906.88623723875,2106.73412821089,1337.72330114594,2732.96437644666,3940.64228061587,4997.19985229702,1105.22905622922,0.999833890762184,0.0971856546812716,0.113246299851933,0.909835289762427,0.995988708758992,-0.0834998257539363,-0.128718165020336,0.897580661375841,0.999382712621237,0.349559093165935,0.407299970087721,0.683787684758479,0.999581041711064,-0.180685480435208,-0.210546314670778,0.833241307788662,0.998946756446904,0.252373438484663,0.246031789802428,0.805657623992158,0.998765900847869,0.433058918919871,0.504595408096789,0.613843035687349,0.999961895137857,-0.0971856546812716,-0.113246299851933,0.909835289762427,0.995988708758992,0.0834998257539363,0.128718165020336,0.897580661375841,0.999382712621237,-0.349559093165935,-0.407299970087721,0.683787684758479,0.999581041711064,0.180685480435208,0.210546314670778,0.833241307788662,0.998946756446904,-0.252373438484663,-0.246031789802428,0.805657623992158,0.998765900847869,-0.433058918919871,-0.504595408096789,0.613843035687349,0.999961895137857,2614.09137268292,1528.81022068972,2664.07,2490.558,2822.752,2091.026,1498.5392,3042.2311,1668.9188,444.6128
"ENSMUSG00000100918",NA,NA,NA,NA,NA,NA,1238.04935473873,4461.94005771045,4034.79321793787,640.19271221101,4593.22562778008,1729.63304072212,3479.48537151864,2445.77306093104,57.6612318092823,4614.96056707051,4430.73872468051,381.894440718654,2893.84171582771,267.103107867697,0.999833890762184,-0.211700340454428,-0.186639716411688,0.851943124676191,0.995988708758992,-0.0327909869115546,-0.038242635609678,0.969494227441689,0.999382712621237,0.0744206210691173,0.0656084772180072,0.947689539813575,0.999581041711064,0.178909353542873,0.157730591885596,0.874669093393968,0.998946756446904,0.286120961523545,0.21104427065053,0.832852726265422,0.998765900847869,0.107211607980672,0.0945167662589237,0.924698664517149,0.999961895137857,0.211700340454428,0.186639716411688,0.851943124676191,0.995988708758992,0.0327909869115546,0.038242635609678,0.969494227441689,0.999382712621237,-0.0744206210691173,-0.0656084772180072,0.947689539813575,0.999581041711064,-0.178909353542873,-0.157730591885596,0.874669093393968,0.998946756446904,-0.286120961523545,-0.21104427065053,0.832852726265422,0.998765900847869,-0.107211607980672,-0.0945167662589237,0.924698664517149,0.999961895137857,2519.23515939459,1775.50756592371,2461.156,2849.995,2517.708,2337.493,1724.447,2279.635,2111.075,2400.345
"ENSMUSG00000100937","Nscme3l","NSE3 homolog, SMC5-SMC6 complex component like","NM_023781|NP_076270","75555","10090.ENSMUSP00000140922",NA,624.014906570343,949.04155743854,1659.98449227924,2068.5893787195,3899.69745341296,3196.97331189794,148.603180836191,432.676955723793,1337.17997753311,401.617936761452,2381.56464648114,4719.83508246829,4800.27971643634,1532.55549746153,0.999833890762184,1.19790877409631,1.15208302727185,0.249286956937282,0.995988708758992,-0.618231543800064,-0.786881780594099,0.431351073915569,0.999382712621237,-0.0482078574143131,-0.0463797712185615,0.963007559389132,0.999581041711064,-1.81614031789637,-1.74672824225622,0.0806844889839921,0.998946756446904,-1.24611663151062,-1.00279603343635,0.315959283067154,0.998765900847869,0.570023686385751,0.548427969889546,0.583398075529651,0.999961895137857,-1.19790877409631,-1.15208302727185,0.249286956937282,0.995988708758992,0.618231543800064,0.786881780594099,0.431351073915569,0.999382712621237,0.0482078574143131,0.0463797712185615,0.963007559389132,0.999581041711064,1.81614031789637,1.74672824225622,0.0806844889839921,0.998946756446904,1.24611663151062,1.00279603343635,0.315959283067154,0.998765900847869,-0.570023686385751,-0.548427969889546,0.583398075529651,0.999961895137857,2010.90100671574,1584.53070383714,1803.0262,786.5282,2767.1706,1864.2869,1671.1601,229.8285,1950.3357,288.9273
"ENSMUSG00000100969","1700030N03Rik","RIKEN cDNA 1700030N03 gene","NR_045304","70011",NA,NA,4175.75676435669,2763.03223717714,4190.20734831145,2957.46256550808,2348.98438349166,2203.44875360037,1498.37030978268,2646.30503932971,2674.38221081416,1873.10170581007,3269.51706833635,1048.72089527272,430.669048740289,1681.14148953405,0.999833890762184,-0.609483288163498,-0.861677859129812,0.388864812725898,0.995988708758992,0.45388192837657,0.848646913908721,0.396077793751991,0.999382712621237,-0.652279461430088,-0.922182285878894,0.356433501350746,0.999581041711064,1.06336521654007,1.50326856702882,0.132769802323932,0.998946756446904,-0.0427961732665901,-0.0506248702963334,0.959624444601111,0.998765900847869,-1.10616138980666,-1.56376886395179,0.117871858844671,0.999961895137857,0.609483288163498,0.861677859129812,0.388864812725898,0.995988708758992,-0.45388192837657,-0.848646913908721,0.396077793751991,0.999382712621237,0.652279461430088,0.922182285878894,0.356433501350746,0.999581041711064,-1.06336521654007,-1.50326856702882,0.132769802323932,0.998946756446904,0.0427961732665901,0.0506248702963334,0.959624444601111,0.998765900847869,1.10616138980666,1.56376886395179,0.117871858844671,0.999961895137857,2411.50713000467,1075.73371482219,2274.298,3469.395,1660.63,3573.835,477.2625,998.9471,1063.1697,871.6822
"ENSMUSG00000101024","Gm5692","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene",NA,"435588",NA,NA,1181.91994523563,2197.41082404316,404.908302090319,1810.89846827097,128.483087280765,2489.62962434046,575.122781083692,3128.10543858331,1712.17650900701,2300.69446845492,1181.65576706158,2065.81114324577,4573.99109245014,3078.68011119194,0.999833890762184,-0.0726900808708835,-0.0747274306184949,0.940431582209406,0.995988708758992,-0.716880779077057,-0.975001061493033,0.329559733420597,0.999382712621237,0.536631474944361,0.55156921694695,0.581243531729851,0.999581041711064,-0.644190698206173,-0.66228118296039,0.507791033982883,0.998946756446904,0.609321555815245,0.52401790739701,0.600266084767628,0.998765900847869,1.25351225402142,1.28847359259717,0.197581155524275,0.999961895137857,0.0726900808708835,0.0747274306184949,0.940431582209406,0.995988708758992,0.716880779077057,0.975001061493033,0.329559733420597,0.999382712621237,-0.536631474944361,-0.55156921694695,0.581243531729851,0.999581041711064,0.644190698206173,0.66228118296039,0.507791033982883,0.998946756446904,-0.609321555815245,-0.52401790739701,0.600266084767628,0.998765900847869,-1.25351225402142,-1.28847359259717,0.197581155524275,0.999961895137857,1916.39196873855,1204.85898370431,1606.703,1689.665,2640.167,1107.903,1260.4207,718.0605,1275.1814,994.1852
"ENSMUSG00000101031","Ms4a12","membrane-spanning 4-domains, subfamily A, member 12","NM_001374133|NP_001361062|XM_006527506|XM_006527507|XM_011247414|XP_006527569|XP_006527570|XP_011245716","381213","10090.ENSMUSP00000140981",NA,748.187040619872,4317.68724727934,3832.84559158144,1387.1371770428,4274.55949030828,1637.76097408774,1579.7522080341,2729.2103250839,4671.9898693736,1036.21360602077,275.468671716437,134.7748738625,3333.08996104915,4490.80381551988,0.999833890762184,0.233929997161928,0.22702923277564,0.820401011129158,0.995988708758992,0.684258744713906,0.878452278356967,0.379698324518923,0.999382712621237,0.190688597858548,0.185063416711459,0.853179295162563,0.999581041711064,0.450328747551978,0.437026854204712,0.662091872861397,0.998946756446904,-0.0432413993033801,-0.0351106746993715,0.971991489482329,0.998765900847869,-0.493570146855358,-0.478990964235266,0.631945056765837,0.999961895137857,-0.233929997161928,-0.22702923277564,0.820401011129158,0.995988708758992,-0.684258744713906,-0.878452278356967,0.379698324518923,0.999382712621237,-0.190688597858548,-0.185063416711459,0.853179295162563,0.999581041711064,-0.450328747551978,-0.437026854204712,0.662091872861397,0.998946756446904,0.0432413993033801,0.0351106746993715,0.971991489482329,0.998765900847869,0.493570146855358,0.478990964235266,0.631945056765837,0.999961895137857,2460.67720368427,1669.14115160878,2978.655,2532.937,1854.07,2609.991,1446.02,2524.018,1952.992,1729.377
"ENSMUSG00000101079",NA,NA,NA,NA,NA,NA,2143.67728961529,4220.75268825554,3272.43853353692,1196.80977903298,2946.39325763494,2296.25350768524,3179.45315144967,4563.08192269199,932.296927207002,4.85239367801119,1802.64758410747,4579.83374062585,675.680676816505,2882.46499178981,0.999833890762184,-0.193202903177467,-0.170236059024981,0.864824494582188,0.995988708758992,0.484991703805963,0.565283362096367,0.571881043544135,0.999382712621237,0.316996718266966,0.27929737032888,0.780016624200271,0.999581041711064,0.67819460698343,0.597560620231152,0.550133146902778,0.998946756446904,0.510199621444433,0.37610725502254,0.706837160920705,0.998765900847869,-0.167994985538997,-0.148012409695928,0.882332974596062,0.999961895137857,0.193202903177467,0.170236059024981,0.864824494582188,0.995988708758992,-0.484991703805963,-0.565283362096367,0.571881043544135,0.999382712621237,-0.316996718266966,-0.27929737032888,0.780016624200271,0.999581041711064,-0.67819460698343,-0.597560620231152,0.550133146902778,0.998946756446904,-0.510199621444433,-0.37610725502254,0.706837160920705,0.998765900847869,0.167994985538997,0.148012409695928,0.882332974596062,0.999961895137857,2478.33117458052,1449.26971317567,2783.496,3182.215,1989.096,2234.624,1324.253,1468.714,1817.077,1467.691
"ENSMUSG00000101084",NA,NA,NA,NA,NA,NA,395.666653789011,4791.35424645878,3589.64568328806,3043.91242127246,1439.45326047327,3560.66629825728,2036.06637776668,170.801669104945,755.106090006028,450.756160165867,1172.91911310561,125.581073303241,4983.54396597244,2976.67975061717,0.999833890762184,-0.704023298518188,-0.609528397102636,0.542174256100179,0.995988708758992,-0.286384562779833,-0.327980792431199,0.742926185487067,0.999382712621237,-1.05901989136747,-0.916903732268126,0.359193088039663,0.999581041711064,0.417638735738355,0.361588882772418,0.717659273584321,0.998946756446904,-0.35499659284928,-0.257160900823682,0.797054565809915,0.998765900847869,-0.772635328587635,-0.668962188287297,0.503519598405168,0.999961895137857,0.704023298518188,0.609528397102636,0.542174256100179,0.995988708758992,0.286384562779833,0.327980792431199,0.742926185487067,0.999382712621237,1.05901989136747,0.916903732268126,0.359193088039663,0.999581041711064,-0.417638735738355,-0.361588882772418,0.717659273584321,0.998946756446904,0.35499659284928,0.257160900823682,0.797054565809915,0.998765900847869,0.772635328587635,0.668962188287297,0.503519598405168,0.999961895137857,2106.58234025577,1707.97354156591,1592.419,2593.51,1941.896,3316.779,1305.403,3108.2205,2027.0806,385.8917
"ENSMUSG00000101088","1810018F18Rik","RIKEN cDNA 1810018F18 gene","NM_028795|NR_038140","69166",NA,NA,2093.41876269148,533.587551908767,5201.02388460496,427.807008408069,441.484335154147,1479.82609605848,1084.09625233329,4999.01116746368,3227.59269818848,1715.19077082556,3718.23967678035,408.445114698051,3.08574489900696,474.934448351652,0.999833890762184,0.774636768423475,0.579497367231787,0.562253622572077,0.995988708758992,0.830104126566952,0.821513827009197,0.411353651435323,0.999382712621237,-0.3253546838601,-0.243422392927288,0.807678198373767,0.999581041711064,0.0554673581434778,0.0414928274811767,0.966903010772452,0.998946756446904,-1.09999145228357,-0.688509902353519,0.491131736642192,0.998765900847869,-1.15545881042705,-0.864450475215076,0.387340475062056,0.999961895137857,-0.774636768423475,-0.579497367231787,0.562253622572077,0.995988708758992,-0.830104126566952,-0.821513827009197,0.411353651435323,0.999382712621237,0.3253546838601,0.243422392927288,0.807678198373767,0.999581041711064,-0.0554673581434778,-0.0414928274811767,0.966903010772452,0.998946756446904,1.09999145228357,0.688509902353519,0.491131736642192,0.998765900847869,1.15545881042705,0.864450475215076,0.387340475062056,0.999961895137857,1843.41025088328,1764.03467012734,2246.402,1313.503,1263.979,2814.415,1853.1,1102.967,1514.213,3375.174
"ENSMUSG00000101089","2610016A17Rik","RIKEN cDNA 2610016A17 gene","NR_045347","100503074",NA,NA,225.385700487606,57.0635130782306,2346.17469614213,4549.75795658315,3690.3862580036,2092.39905307332,2116.53399480555,1394.16211054597,398.651410668712,4653.74408020587,3813.30384914078,1052.77358475573,348.251535202962,3025.19570778162,0.504719099289497,3.78834522318368,3.956041683046,7.62018706337476e-05,0.0132781759579305,-0.411920376519171,-0.571222573575116,0.567848778308116,0.999382712621237,-0.831175821106769,-0.871358603707212,0.383558381258686,0.999581041711064,-4.20026559970285,-4.38632223540835,1.15283297911231e-05,0.00321409834576513,-4.61952104429045,-4.04096147666303,5.32325032795848e-05,0.0148412219143482,-0.419255444587598,-0.439536861294851,0.660272578850461,0.999961895137857,-3.78834522318368,-3.956041683046,7.62018706337476e-05,0.0132781759579305,0.411920376519171,0.571222573575116,0.567848778308116,0.999382712621237,0.831175821106769,0.871358603707212,0.383558381258686,0.999581041711064,4.20026559970285,4.38632223540835,1.15283297911231e-05,0.00321409834576513,4.61952104429045,4.04096147666303,5.32325032795848e-05,0.0148412219143482,0.419255444587598,0.439536861294851,0.660272578850461,0.999961895137857,2125.9845321768,1620.56488594668,1938.4266,141.2246,2578.6538,3447.9663,1203.3208,119.0218,1825.7029,1558.1687
